,具体地址,单价,建造年份,总价,房型,标题,楼层,链接,面积
4637,"绿地悦城F区  红谷滩-九龙湖新区-西站大街,近三清山大道",16216元/m²,2014年建造,360,4室2厅,悦城市政府集资房 双学位 通透大四房 可以看江 对面就是国体,低层(共25层),https://nc.anjuke.com/prop/view/A1579009776?from=filter&spread=commsearch_p&position=1638&kwtype=filter&now_time=1550802714,222m²
4638,红谷瑞仕城际广场  红谷滩-九龙湖新区-西站大街,8276元/m²,2018年建造,48,2室1厅,红谷瑞仕城际，内部抵工程款房源，民用水电，现房，现房,中层(共18层),https://nc.anjuke.com/prop/view/A1584084586?from=filter&spread=commsearch_p&position=1639&kwtype=filter&now_time=1550802714,58m²
4639,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",8889元/m²,2017年建造,40,2室1厅,本人是九龙郡内部人员。直接来售楼部找我可享95折。来电优惠,低层(共23层),https://nc.anjuke.com/prop/view/A1547411683?from=filter&spread=commsearch_p&position=1640&kwtype=filter&now_time=1550802714,45m²
4640,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",8667元/m²,2017年建造,39,2室1厅,众 邦MOHO国际精装loft带阳台民用水电，直接找我88折,高层(共23层),https://nc.anjuke.com/prop/view/A1583812669?from=filter&spread=commsearch_p&position=1641&kwtype=filter&now_time=1550802714,45m²
4641,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,10830元/m²,2018年建造,50.9,2室1厅,九龙湖省级行政中心旁 一线江景 单价9字开头精装 复式公寓,中层(共32层),https://nc.anjuke.com/prop/view/A1588112268?from=filter&spread=commsearch_p&position=1642&kwtype=filter&now_time=1550802714,47m²
4642,新宇盛世广场  红谷滩-九龙湖新区-西站大街1888号,10638元/m²,2018年建造,50,2室1厅,红谷滩CBD万达旁地铁口绿地中央公园一手公寓火爆公寓，享优惠,中层(共23层),https://nc.anjuke.com/prop/view/A1583330463?from=filter&spread=commsearch_p&position=1643&kwtype=filter&now_time=1550802714,47m²
4643,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,14253元/m²,2015年建造,136,3室2厅,绿地正规三房 户型通透全天太阳 靠近地铁商业街出入方便,低层(共32层),https://nc.anjuke.com/prop/view/A1588634829?from=filter&spread=commsearch_p&position=1644&kwtype=filter&now_time=1550802714,95m²
4644,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,15207元/m²,2013年建造,165,3室2厅,绿地国际博览城一期，南北通透大三房楼层好，房东低于市场价卖。,高层(共32层),https://nc.anjuke.com/prop/view/A1565053402?from=filter&spread=commsearch_p&position=1645&kwtype=filter&now_time=1550802714,108m²
4645,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,13775元/m²,2015年建造,155,3室2厅,绿地国际博览城一期 中间楼层小三房 采光视野好 产证在手,中层(共32层),https://nc.anjuke.com/prop/view/A1587845592?from=filter&spread=commsearch_p&position=1646&kwtype=filter&now_time=1550802714,112m²
4646,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15455元/m²,2016年建造,170,3室2厅,九龙湖西客站旁 新力东园1手精装3房 抵工程款房源通透3房,中层(共30层),https://nc.anjuke.com/prop/view/A1588665097?from=filter&spread=commsearch_p&position=1647&kwtype=filter&now_time=1550802714,110m²
4647,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,12979元/m²,2015年建造,122,3室2厅,急售！绿地国际博览城 视野无挡  产证在手,中层(共32层),https://nc.anjuke.com/prop/view/A1586451187?from=filter&spread=commsearch_p&position=1648&kwtype=filter&now_time=1550802714,94m²
4648,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,14442元/m²,2016年建造,158,3室2厅,九龙湖南北通透三房两卫 高性价比 育新 地铁国博站 产证在手,高层(共32层),https://nc.anjuke.com/prop/view/A1588333869?from=filter&spread=commsearch_p&position=1649&kwtype=filter&now_time=1550802714,109m²
4649,明园九龙湾  红谷滩-九龙湖新区-国体大道,20341元/m²,2015年建造,260,3室2厅,房东急用钱贱卖，南师附小加外国语学 区房，楼下就是地铁口国体,中层(共32层),https://nc.anjuke.com/prop/view/A1588617479?from=filter&spread=commsearch_p&position=1650&kwtype=filter&now_time=1550802714,127m²
4650,绿地国际博览城御珑  红谷滩-九龙湖新区-九龙大道1177号,18824元/m²,2016年建造,208,3室2厅,绿地国博带阁楼复式洋房 赠送大 出门育新小学地铁口 湿地公园,高层(共6层),https://nc.anjuke.com/prop/view/A1588407194?from=filter&spread=commsearch_p&position=1651&kwtype=filter&now_time=1550802714,110m²
4651,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,13913元/m²,2016年建造,160,3室2厅,国博城博君新出特价房，南北通透得房率超高，急售，急售，急售,中层(共32层),https://nc.anjuke.com/prop/view/A1587336019?from=filter&spread=commsearch_p&position=1652&kwtype=filter&now_time=1550802714,115m²
4652,绿地国际博览城博鸿  红谷滩-九龙湖新区-九龙大道1177号,14375元/m²,2015年建造,115,2室2厅,绿地国际博览城 江景小两房 中间楼层 产证在手 有钥匙看房,高层(共32层),https://nc.anjuke.com/prop/view/A1581891166?from=filter&spread=commsearch_p&position=1653&kwtype=filter&now_time=1550802714,80m²
4653,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,15532元/m²,2015年建造,187,3室2厅,省政府配套，就读新龙岗学校。好楼层，小区环境清新,高层(共33层),https://nc.anjuke.com/prop/view/A1588795342?from=filter&spread=commsearch_p&position=1654&kwtype=filter&now_time=1550802714,120m²
4654,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,14526元/m²,2014年建造,138,3室2厅,国博城 刚需小三房  进地铁 二中学期房 全天太阳 房东诚售,低层(共32层),https://nc.anjuke.com/prop/view/A1587205132?from=filter&spread=commsearch_p&position=1655&kwtype=filter&now_time=1550802714,95m²
4655,绿地国际博览城博伟  红谷滩-九龙湖新区-九龙大道1177号,15119元/m²,2015年建造,175,3室2厅,急售！绿地国际博览城 精装修 视野无挡 近地铁 产证在手,低层(共32层),https://nc.anjuke.com/prop/view/A1586451297?from=filter&spread=commsearch_p&position=1656&kwtype=filter&now_time=1550802714,115m²
4656,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,15111元/m²,2015年建造,182,3室2厅,急急急    九龙湖花园中上楼层  东端户  120平通透,高层(共33层),https://nc.anjuke.com/prop/view/A1579224839?from=filter&spread=commsearch_p&position=1657&kwtype=filter&now_time=1550802714,120m²
4657,明园九龙湾  红谷滩-九龙湖新区-国体大道,21906元/m²,2017年建造,280,3室2厅,明园九龙湾 128平米独特三房 双学校 外国语 地铁口国体站,中层(共33层),https://nc.anjuke.com/prop/view/A1580620818?from=filter&spread=commsearch_p&position=1658&kwtype=filter&now_time=1550802714,127m²
4658,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,15579元/m²,2014年建造,148,3室2厅,绿地国博精装三房 位置好阳光全天候周边配套完善,低层(共32层),https://nc.anjuke.com/prop/view/A1588636351?from=filter&spread=commsearch_p&position=1659&kwtype=filter&now_time=1550802714,95m²
4659,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,15055元/m²,2010年建造,168,3室2厅,急售绿地博览城，东端户，110双阳台3房，房产证在手，地铁口,高层(共30层),https://nc.anjuke.com/prop/view/A1588617517?from=filter&spread=commsearch_p&position=1660&kwtype=filter&now_time=1550802714,111m²
4660,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,16142元/m²,2010年建造,205,3室2厅,绿地国际博览城三房带车位 视野无挡 南北通透 诚心出售,高层(共33层),https://nc.anjuke.com/prop/view/A1548402503?from=filter&spread=commsearch_p&position=1661&kwtype=filter&now_time=1550802714,127m²
4661,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,16014元/m²,2015年建造,180,3室2厅,绿地博览城花园复式洋房，地铁口三房 视野无挡，出行方便，诚售,高层(共6层),https://nc.anjuke.com/prop/view/A1579991631?from=filter&spread=commsearch_p&position=1662&kwtype=filter&now_time=1550802714,112m²
4662,绿地国际博览城君珑  红谷滩-九龙湖新区-九龙大道1177号,15347元/m²,2015年建造,145.8,3室2厅,九龙湖CBD国博城居家两房 地铁500米临西客站 读名校育新,中层(共32层),https://nc.anjuke.com/prop/view/A1581805431?from=filter&spread=commsearch_p&position=1663&kwtype=filter&now_time=1550802714,95m²
4663,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,15909元/m²,2013年建造,175,3室2厅,绿地国博一期 楼下广电幼儿园 前面无挡 精装修全送，房东急卖,高层(共32层),https://nc.anjuke.com/prop/view/A1583583460?from=filter&spread=commsearch_p&position=1664&kwtype=filter&now_time=1550802714,110m²
4664,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,18158元/m²,2017年建造,218,3室2厅,九龙湖花园旁赣铁九龙府128143平精装怡园 龙岗站地铁口,中层(共30层),https://nc.anjuke.com/prop/view/A1586769817?from=filter&spread=commsearch_p&position=1665&kwtype=filter&now_time=1550802714,120m²
4665,绿地国际博览城御珑  红谷滩-九龙湖新区-九龙大道1177号,17431元/m²,2015年建造,190,3室2厅,洋房中的顶层复式 赠送顶楼阁楼 得房率85以上 南北通透,高层(共6层),https://nc.anjuke.com/prop/view/A1583700809?from=filter&spread=commsearch_p&position=1666&kwtype=filter&now_time=1550802714,109m²
4666,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,14724元/m²,2016年建造,140,3室2厅,九龙湖国博一期 中层视野小三房 全天阳光 近地铁口 读育新,低层(共32层),https://nc.anjuke.com/prop/view/A1577979753?from=filter&spread=commsearch_p&position=1667&kwtype=filter&now_time=1550802714,95m²
4667,绿地国际博览城博伟  红谷滩-九龙湖新区-九龙大道1177号,14194元/m²,2015年建造,132,3室2厅,绿地国际博览城小三房 就读南昌二中 房东诚心出售 随时看房,中层(共32层),https://nc.anjuke.com/prop/view/A1586943913?from=filter&spread=commsearch_p&position=1668&kwtype=filter&now_time=1550802714,93m²
4668,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,18445元/m²,2017年建造,176,3室2厅,爆款三房！绿地博览城95平豪装再送车位 ，红本在手，抢 抢,高层(共28层),https://nc.anjuke.com/prop/view/A1584594385?from=filter&spread=commsearch_p&position=1669&kwtype=filter&now_time=1550802714,95m²
4669,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,17250元/m²,2013年建造,138,2室2厅,九龙湖绿地国际二期 两房精装修九龙制南昌二中近学校近地铁口,高层(共32层),https://nc.anjuke.com/prop/view/A1588943568?from=filter&spread=commsearch_p&position=1670&kwtype=filter&now_time=1550802714,80m²
4670,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15478元/m²,2015年建造,178,3室2厅,绿地国博 通透精装三房 全天阳光 读名校 近地铁 配套齐全急,中层(共32层),https://nc.anjuke.com/prop/view/A1569970650?from=filter&spread=commsearch_p&position=1671&kwtype=filter&now_time=1550802714,115m²
4671,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",12360元/m²,2018年建造,110,3室2厅,"九龙湖刚需神盘,西客站省妇保旁,,抵工程款房低市场价",低层(共28层),https://nc.anjuke.com/prop/view/A1589132302?from=filter&spread=commsearch_p&position=1672&kwtype=filter&now_time=1550802714,89m²
4672,华润凯旋门  红谷滩-九龙湖新区-西站东街,16292元/m²,2015年建造,145,3室2厅,华润凯旋门，九龙湖西站正中心。刚需三房，附赠面积多，业主出税,中层(共32层),https://nc.anjuke.com/prop/view/A1587625706?from=filter&spread=commsearch_p&position=1673&kwtype=filter&now_time=1550802714,89m²
4673,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,16292元/m²,2018年建造,145,3室2厅,西站旁24号线地铁口，新旅明越台豪装修，通透三房带中央空调,中层(共33层),https://nc.anjuke.com/prop/view/A1542729819?from=filter&spread=commsearch_p&position=1674&kwtype=filter&now_time=1550802714,89m²
4674,绿地悦城D区  红谷滩-九龙湖新区-西站大街,18881元/m²,2014年建造,270,3室2厅,绿地悦城就读双学校，视野无档全天采光，房源真实，价格真实。,高层(共18层),https://nc.anjuke.com/prop/view/A1588754533?from=filter&spread=commsearch_p&position=1675&kwtype=filter&now_time=1550802714,143m²
4675,明园九龙湾  红谷滩-九龙湖新区-国体大道,21388元/m²,2016年建造,220,2室2厅,急售绿地悦城旁 就读南师附小 外国语 出门就是地铁国体中心站,中层(共32层),https://nc.anjuke.com/prop/view/A1588617485?from=filter&spread=commsearch_p&position=1676&kwtype=filter&now_time=1550802714,102m²
4676,明园九龙湾  红谷滩-九龙湖新区-国体大道,20621元/m²,2015年建造,218,3室2厅,明园九龙湾 105平3房 2号线国体站口 就读南师附小,低层(共27层),https://nc.anjuke.com/prop/view/A1588572350?from=filter&spread=commsearch_p&position=1677&kwtype=filter&now_time=1550802714,105m²
4677,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,14609元/m²,2015年建造,168,3室2厅,绿地国际博览城 地铁口 二中學区 南北通透江景三房 房东诚售,中层(共32层),https://nc.anjuke.com/prop/view/A1587630812?from=filter&spread=commsearch_p&position=1678&kwtype=filter&now_time=1550802714,115m²
4678,华润凯旋门  红谷滩-九龙湖新区-西站东街,15682元/m²,2015年建造,138,3室2厅,华润凯旋门小高层三房，价格真实可看房， 全天阳光 出门地铁口,中层(共11层),https://nc.anjuke.com/prop/view/A1578385117?from=filter&spread=commsearch_p&position=1679&kwtype=filter&now_time=1550802714,88m²
4679,华润凯旋门  红谷滩-九龙湖新区-西站东街,15243元/m²,2015年建造,134.9,3室2厅,急售！华润凯旋门房东急需置换 楼层好 采光无挡 主要价格降了,高层(共30层),https://nc.anjuke.com/prop/view/A1579213319?from=filter&spread=commsearch_p&position=1680&kwtype=filter&now_time=1550802714,88m²
4680,绿地国际博览城博峰  红谷滩-九龙湖新区-九龙大道1177号,16304元/m²,2016年建造,225,4室2厅,绿地国际博览城 小高层 无挡通透四房 安静 全天日照 证已下,低层(共9层),https://nc.anjuke.com/prop/view/A1583641830?from=filter&spread=commsearch_p&position=1681&kwtype=filter&now_time=1550802715,138m²
4681,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,14609元/m²,2015年建造,168,3室2厅,绿地国际博览城 地铁口 二中學区 南北通透江景三房 房东诚售,中层(共32层),https://nc.anjuke.com/prop/view/A1562442124?from=filter&spread=commsearch_p&position=1682&kwtype=filter&now_time=1550802715,115m²
4682,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,15510元/m²,2015年建造,148,3室2厅,此房源为结婚而备！为结婚而装！现因离开而售！寻找有缘人,中层(共32层),https://nc.anjuke.com/prop/view/A1585092285?from=filter&spread=commsearch_p&position=1683&kwtype=filter&now_time=1550802715,95m²
